120,1,2.0
333,1,3.0
410,1,2.0
720,1,5.0
930,1,3.0
1254,1,3.0
1622,1,5.0
1789,1,3.0
2090,1,5.0
2383,1,4.0
2446,1,4.0
2623,1,1.0
2883,1,2.0
2942,1,4.0
3069,1,5.0
3130,1,3.0
3495,1,4.0
3509,1,2.0
3623,1,2.0
4330,1,5.0
4611,1,4.0
4759,1,3.0
4944,1,5.0
5093,1,1.0
5194,1,3.0
5902,1,2.0
6024,1,4.0
6057,1,2.0
6180,1,4.0
6222,1,5.0
7014,1,3.0
7078,1,2.0
7114,1,1.0
7669,1,2.0
7989,1,3.0
8180,1,5.0
8198,1,5.0
8210,1,2.0
8218,1,4.0
8233,1,3.0
8319,1,2.0
8855,1,4.0
8905,1,3.0
9029,1,1.0
9105,1,5.0
9108,1,3.0
9171,1,4.0
9183,1,4.0
9224,1,1.0
9331,1,2.0
9642,1,2.0
9690,1,1.0
9799,1,5.0
9910,1,2.0
41,2,3.0
62,2,3.0
79,2,4.0
120,2,1.0
135,2,3.0
152,2,5.0
160,2,1.0
394,2,3.0
401,2,4.0
403,2,4.0
487,2,4.0
607,2,5.0
609,2,2.0
690,2,3.0
914,2,3.0
935,2,1.0
997,2,4.0
1000,2,2.0
1165,2,5.0
1418,2,3.0
1526,2,4.0
1550,2,4.0
1558,2,2.0
1636,2,4.0
1763,2,2.0
1830,2,4.0
2084,2,4.0
2120,2,3.0
2123,2,4.0
2201,2,3.0
2255,2,2.0
2706,2,5.0
2798,2,4.0
3162,2,4.0
3174,2,3.0
3268,2,3.0
3303,2,5.0
3384,2,3.0
3548,2,5.0
3732,2,3.0
3877,2,5.0
3986,2,5.0
4113,2,3.0
4469,2,3.0
4527,2,2.0
4656,2,3.0
4738,2,5.0
4841,2,3.0
4951,2,3.0
5060,2,4.0
5101,2,3.0
5289,2,2.0
5383,2,3.0
5433,2,4.0
5705,2,4.0
5728,2,3.0
5761,2,3.0
5823,2,4.0
5889,2,4.0
5977,2,3.0
6009,2,3.0
6293,2,4.0
6325,2,4.0
6340,2,2.0
6344,2,4.0
6450,2,4.0
6506,2,5.0
6535,2,3.0
6915,2,2.0
6997,2,1.0
7040,2,1.0
7120,2,2.0
7165,2,3.0
7197,2,5.0
7236,2,3.0
7281,2,5.0
7443,2,3.0
7480,2,4.0
7495,2,3.0
7569,2,4.0
7630,2,2.0
7757,2,3.0
7811,2,3.0
7827,2,3.0
7833,2,4.0
7944,2,4.0
7973,2,3.0
7984,2,2.0
8101,2,5.0
8189,2,4.0
8228,2,3.0
8236,2,5.0
