44,1,4.0
318,1,1.0
355,1,2.0
401,1,4.0
470,1,4.0
516,1,3.0
673,1,4.0
743,1,4.0
981,1,4.0
1230,1,3.0
1547,1,3.0
1830,1,4.0
1921,1,4.0
2107,1,2.0
2195,1,3.0
2428,1,5.0
2479,1,4.0
2671,1,3.0
2681,1,1.0
3100,1,5.0
3321,1,3.0
3331,1,4.0
3382,1,4.0
3534,1,4.0
4141,1,4.0
4202,1,2.0
4530,1,4.0
4551,1,4.0
4600,1,5.0
4764,1,5.0
4854,1,2.0
4890,1,3.0
5002,1,3.0
5020,1,3.0
5104,1,4.0
5150,1,3.0
5289,1,4.0
5411,1,3.0
5445,1,3.0
5455,1,3.0
5663,1,1.0
5749,1,3.0
5864,1,2.0
6736,1,3.0
6761,1,4.0
6887,1,1.0
6954,1,5.0
7097,1,5.0
7104,1,3.0
7207,1,3.0
7249,1,2.0
7306,1,5.0
7459,1,3.0
7719,1,2.0
7875,1,5.0
7922,1,5.0
8401,1,2.0
8474,1,2.0
8501,1,5.0
8653,1,4.0
8680,1,2.0
8699,1,4.0
8922,1,3.0
8933,1,5.0
8995,1,3.0
9104,1,3.0
9265,1,4.0
9377,1,5.0
9392,1,2.0
9463,1,3.0
9616,1,4.0
9788,1,3.0
14,2,1.0
228,2,5.0
302,2,4.0
552,2,5.0
1073,2,5.0
1233,2,3.0
1281,2,4.0
1323,2,5.0
1388,2,4.0
1438,2,3.0
1616,2,5.0
1711,2,4.0
1789,2,2.0
1922,2,4.0
2196,2,2.0
2295,2,4.0
2393,2,5.0
2537,2,4.0
2549,2,4.0
2654,2,5.0
2687,2,3.0
2723,2,4.0
2782,2,4.0
2830,2,4.0
2944,2,3.0
3103,2,5.0
3139,2,4.0
3269,2,3.0
3320,2,2.0
3357,2,3.0
3491,2,4.0
3602,2,4.0
3797,2,5.0
3988,2,4.0
4117,2,1.0
4189,2,4.0
4234,2,4.0
4293,2,4.0
4297,2,4.0
4369,2,4.0
4487,2,4.0
4952,2,5.0
5000,2,4.0
5016,2,3.0
5129,2,3.0
5316,2,4.0
5318,2,3.0
5406,2,1.0
5411,2,5.0
5418,2,4.0
5548,2,4.0
5685,2,1.0
5865,2,4.0
5949,2,5.0
6014,2,3.0
6142,2,3.0
6222,2,4.0
6264,2,3.0
6336,2,3.0
6509,2,2.0
6537,2,1.0
6736,2,2.0
6758,2,3.0
6900,2,5.0
6906,2,4.0
6935,2,3.0
7176,2,3.0
7335,2,4.0
7343,2,3.0
7467,2,3.0
7878,2,3.0
8002,2,3.0
8465,2,4.0
8468,2,3.0
8536,2,5.0
8753,2,4.0
8771,2,3.0
8952,2,4.0
9009,2,4.0
9012,2,4.0
9118,2,3.0
9156,2,4.0
9193,2,4.0
9274,2,4.0
9343,2,3.0
9440,2,3.0
9535,2,5.0
9539,2,5.0
9661,2,3.0
9668,2,2.0
9711,2,5.0
9932,2,4.0
16,3,3.0
45,3,5.0
70,3,5.0
111,3,3.0
144,3,5.0
162,3,3.0
401,3,2.0
563,3,4.0
701,3,4.0
703,3,3.0
756,3,4.0
794,3,4.0
830,3,3.0
921,3,2.0
1033,3,5.0
1088,3,5.0
1127,3,3.0
1173,3,5.0
1194,3,3.0
1237,3,4.0
1265,3,3.0
1295,3,3.0
1320,3,3.0
1499,3,3.0
1562,3,4.0
1655,3,4.0
1699,3,5.0
1878,3,5.0
1921,3,5.0
1935,3,4.0
2034,3,4.0
2049,3,2.0
2375,3,3.0
2451,3,3.0
2530,3,2.0
2576,3,3.0
2587,3,3.0
2639,3,4.0
2711,3,3.0
2735,3,4.0
2975,3,3.0
2983,3,3.0
3008,3,3.0
3054,3,4.0
3057,3,4.0
3066,3,5.0
3210,3,4.0
3236,3,3.0
3288,3,4.0
3332,3,2.0
3337,3,4.0
3338,3,3.0
3408,3,3.0
3460,3,3.0
3629,3,4.0
3637,3,4.0
3638,3,5.0
3642,3,2.0
3682,3,2.0
3685,3,3.0
3720,3,4.0
3721,3,4.0
3726,3,4.0
3731,3,4.0
3861,3,3.0
4060,3,5.0
4097,3,5.0
4117,3,1.0
4126,3,5.0
4138,3,4.0
4156,3,1.0
4190,3,2.0
4255,3,5.0
4297,3,5.0
4398,3,4.0
4414,3,4.0
4440,3,5.0
4481,3,5.0
4498,3,4.0
4506,3,5.0
4605,3,3.0
4624,3,3.0
4646,3,4.0
4861,3,3.0
5145,3,3.0
5168,3,3.0
5169,3,3.0
5220,3,4.0
5283,3,4.0
5289,3,5.0
5399,3,4.0
5406,3,5.0
5433,3,3.0
5663,3,4.0
5681,3,3.0
5691,3,2.0
5742,3,3.0
5836,3,2.0
5923,3,2.0
5929,3,1.0
5953,3,4.0
5957,3,2.0
5962,3,2.0
6086,3,4.0
6089,3,2.0
6185,3,3.0
6310,3,4.0
6379,3,2.0
6427,3,4.0
6520,3,4.0
6566,3,3.0
6662,3,5.0
6675,3,2.0
6711,3,5.0
6761,3,5.0
6828,3,3.0
6997,3,1.0
7036,3,5.0
7084,3,5.0
7162,3,5.0
7189,3,4.0
7273,3,4.0
7285,3,5.0
7508,3,1.0
7539,3,3.0
7646,3,3.0
7677,3,3.0
7687,3,4.0
7713,3,5.0
7757,3,2.0
7881,3,4.0
7993,3,3.0
8176,3,3.0
8189,3,5.0
8292,3,3.0
8336,3,3.0
8377,3,5.0
8438,3,3.0
8465,3,3.0
8508,3,4.0
8568,3,3.0
8656,3,4.0
8695,3,3.0
8738,3,4.0
8795,3,5.0
8905,3,3.0
9042,3,3.0
9069,3,5.0
9093,3,4.0
9108,3,4.0
9109,3,4.0
9148,3,3.0
9164,3,4.0
9171,3,3.0
9177,3,5.0
9224,3,3.0
9284,3,4.0
9311,3,4.0
9491,3,3.0
9503,3,5.0
9538,3,4.0
9635,3,4.0
9760,3,3.0
9802,3,3.0
9847,3,4.0
9908,3,1.0
9938,3,3.0
9976,3,3.0
15,4,3.0
63,4,4.0
65,4,2.0
66,4,5.0
83,4,5.0
101,4,2.0
106,4,5.0
109,4,5.0
112,4,4.0
126,4,5.0
134,4,2.0
173,4,3.0
177,4,3.0
200,4,5.0
217,4,5.0
310,4,4.0
322,4,4.0
360,4,4.0
368,4,4.0
376,4,4.0
378,4,4.0
386,4,5.0
411,4,3.0
430,4,5.0
431,4,5.0
485,4,5.0
506,4,4.0
515,4,1.0
533,4,5.0
543,4,5.0
548,4,3.0
646,4,4.0
655,4,1.0
685,4,3.0
724,4,4.0
749,4,5.0
793,4,5.0
794,4,3.0
840,4,4.0
851,4,4.0
878,4,3.0
908,4,3.0
910,4,2.0
913,4,5.0
920,4,5.0
926,4,5.0
933,4,4.0
951,4,1.0
963,4,4.0
964,4,1.0
969,4,3.0
984,4,2.0
1008,4,5.0
1057,4,5.0
1063,4,1.0
1128,4,3.0
1175,4,5.0
1196,4,4.0
1204,4,5.0
1216,4,3.0
1217,4,3.0
1219,4,3.0
1226,4,5.0
1244,4,5.0
1248,4,2.0
1275,4,4.0
1291,4,5.0
1293,4,3.0
1302,4,2.0
1313,4,4.0
1320,4,3.0
1324,4,5.0
1378,4,2.0
1387,4,5.0
1393,4,3.0
1399,4,2.0
1433,4,5.0
1439,4,5.0
1454,4,4.0
1455,4,5.0
1475,4,3.0
1481,4,2.0
1501,4,5.0
1510,4,3.0
1521,4,5.0
1525,4,5.0
1526,4,5.0
1539,4,5.0
1554,4,4.0
1624,4,3.0
1651,4,3.0
1704,4,4.0
1708,4,1.0
1726,4,5.0
1737,4,5.0
1753,4,1.0
1803,4,5.0
1833,4,5.0
1835,4,4.0
1862,4,5.0
1873,4,2.0
1901,4,5.0
1949,4,4.0
1951,4,2.0
2023,4,5.0
2024,4,4.0
2050,4,3.0
2058,4,4.0
2059,4,5.0
2089,4,4.0
2108,4,5.0
2119,4,3.0
2147,4,1.0
2171,4,5.0
2203,4,5.0
2222,4,4.0
2225,4,5.0
2226,4,5.0
2228,4,4.0
2235,4,5.0
2236,4,5.0
2239,4,5.0
2242,4,5.0
2253,4,3.0
2269,4,4.0
2281,4,4.0
2282,4,5.0
2284,4,5.0
2336,4,5.0
2345,4,5.0
2346,4,3.0
2356,4,5.0
2368,4,3.0
2416,4,5.0
2427,4,4.0
2435,4,5.0
2459,4,3.0
2464,4,3.0
2479,4,5.0
2509,4,3.0
2514,4,3.0
2531,4,5.0
2540,4,5.0
2542,4,5.0
2549,4,4.0
2592,4,1.0
2610,4,4.0
2615,4,4.0
2622,4,3.0
2631,4,4.0
2649,4,5.0
2674,4,5.0
2677,4,3.0
2688,4,2.0
2700,4,5.0
2715,4,4.0
2717,4,5.0
2724,4,4.0
2732,4,5.0
2742,4,5.0
2810,4,5.0
2819,4,5.0
2820,4,2.0
2821,4,3.0
2822,4,5.0
2823,4,4.0
2827,4,5.0
2829,4,3.0
2887,4,5.0
2916,4,4.0
2958,4,2.0
2969,4,5.0
3017,4,3.0
3033,4,4.0
3035,4,5.0
3070,4,3.0
3073,4,5.0
3085,4,2.0
3086,4,4.0
3103,4,5.0
3133,4,5.0
3149,4,3.0
3160,4,2.0
3178,4,5.0
3199,4,5.0
3203,4,5.0
3240,4,5.0
3269,4,1.0
3291,4,5.0
3304,4,5.0
3334,4,4.0
3373,4,3.0
3383,4,3.0
3389,4,2.0
3390,4,3.0
3414,4,4.0
3435,4,5.0
3453,4,5.0
3458,4,5.0
3459,4,5.0
3463,4,3.0
3467,4,3.0
3478,4,5.0
3483,4,4.0
3484,4,3.0
3513,4,4.0
3547,4,3.0
3572,4,4.0
3594,4,5.0
3639,4,5.0
3655,4,4.0
3664,4,4.0
3669,4,5.0
3673,4,3.0
3682,4,2.0
3688,4,4.0
3696,4,5.0
3700,4,3.0
3703,4,4.0
3704,4,3.0
3749,4,5.0
3752,4,4.0
3759,4,5.0
3770,4,3.0
